Item,Quantity,Sell_Price,Buy_Price,Profit_Per_Item,Total_Profit,Seller,Seller_Warp,Seller_Stock,Buyer,Buyer_Warp,Buyer_Stock,Seller_Location,Buyer_Location,Seller_Timestamp,Buyer_Timestamp
Light Blue Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp sellconcrete,2428,-2049 -20 1272,5189 1 -13471,2026-08-16 14:47:53,2026-08-08 11:31:54
Orange Concrete,15,8.0,10.0,2.0,30.0,_ZippyCastle5557,/warp zippytrial,15,Puppies75200,/warp SellConcrete,3456,-2042 -20 1272,5194 2 -13472,2026-08-16 14:47:56,2026-05-29 11:38:57
Deepslate,156,1.0,1.19,0.18999999999999995,29.639999999999993,celticpiping,/warp celt,3456,__server__,/shop,999999,4733 -44 -13272,SERVER_SELL_BLOCKS,2026-08-08 11:48:50,2026-08-16 13:47:37
Nether Quartz,22,5.0,6.3,1.2999999999999998,28.599999999999994,Alisa12345,/warp shrimp shop,22,Effortles,/warp sale,3456,-7092 113 -17576,-13468 -4 4382,2026-05-29 11:44:31,2026-07-08 23:39:26
Mangrove Propagule,4,3.0,10.0,7.0,28.0,Alisa12345,/warp shrimp shop,4,FX_02,/warp 1,3096,-7097 115 -17576,8584 -42 -2006,2026-05-29 11:44:25,2026-05-26 23:58:03
Sugar Cane,54,1.0,1.5,0.5,27.0,_ZippyCastle5557,/warp zippytrial,54,Dwarffles,/warp bulk sell,3456,-2028 -20 1292,-4016 118 12333,2026-08-16 14:50:02,2026-08-08 11:14:13
Coarse Dirt,54,2.0,2.5,0.5,27.0,tazrar,/warp farm stuff,54,FX_02,/warp 1,3248,17361 70 11829,8595 -41 -2020,2026-05-29 00:27:39,2026-05-26 23:59:11
Blaze Rod,663,0.3,0.34,0.040000000000000036,26.520000000000024,tazrar,/warp farm stuff,663,__server__,/shop,999999,17362 76 11875,SERVER_SELL_MOBDROPS,2026-05-31 13:03:24,2026-08-16 13:47:39
Mossy Stone Bricks,26,3.0,4.0,1.0,26.0,Toxic_coco,/warp !,26,Effortles,/warp sale,1270,9614 -41 5483,-13437 -4 4362,2026-05-28 11:19:07,2026-05-29 11:31:36
Emerald,1,5.0,30.0,25.0,25.0,tazrar,/warp farm stuff,1,LilOldman,/warp lom,3456,17363 75 11899,-10322 64 -548,2026-05-29 00:32:30,2026-07-26 19:28:14
Splash Potion,1,100.0,125.0,25.0,25.0,emattj1s,/warp hideout,20,FX_02,/warp 1,1,-14424 -25 -340,8599 -33 -2004,2026-08-01 22:45:31,2026-05-26 23:50:39
Splash Potion,1,100.0,125.0,25.0,25.0,emattj1s,/warp hideout,12,FX_02,/warp 1,18,-14421 -24 -341,8594 -33 -2004,2026-08-01 22:45:39,2026-05-26 23:50:59
Gold Ingot,5,10.0,15.0,5.0,25.0,AKoopa,/warp koopa,5,SerSicerio,/warp serstore,3456,13319 113 -6420,-17667 159 18754,2026-05-30 10:31:42,2026-08-07 08:18:26
Weeping Vines,49,2.0,2.5,0.5,24.5,Ayame989,/warp village hall,49,FX_02,/warp 1,3151,-9092 72 13764,8584 -30 -2006,2026-05-29 12:30:00,2026-05-26 23:51:36
Verdant Froglight,302,1.5,1.58,0.08000000000000007,24.16000000000002,emattj1s,/warp hideout,3456,Allyri,/warp ri,3216,-14439 -25 -325,-5263 175 -4844,2026-08-01 22:48:03,2026-05-29 11:21:45
Netherrack,1208,1.0,1.02,0.020000000000000018,24.16000000000002,Harmony_Gold_,/warp wood shop,1208,__server__,/shop,999999,-6141 25 1414,SERVER_SELL_BLOCKS,2026-05-29 12:41:48,2026-08-16 13:47:37
Mycelium,8,3.0,6.0,3.0,24.0,AKoopa,/warp koopa,8,SerSicerio,/warp serstore,3456,13254 114 -6480,-17616 159 18761,2026-05-30 10:21:45,2026-08-07 08:17:31
Blackstone,48,3.5,4.0,0.5,24.0,Harmony_Gold_,/warp wood shop,48,SerSicerio,/warp serstore,3456,-6140 25 1414,-17622 159 18776,2026-05-29 12:41:48,2026-08-07 08:16:28
Raw Iron,47,8.0,8.5,0.5,23.5,emattj1s,/warp hideout,47,Dwarffles,/warp bulk sell,3456,-14400 -24 -326,-4018 116 12337,2026-08-01 22:48:45,2026-08-08 11:13:57
Birch Sapling,5,3.0,7.5,4.5,22.5,Alisa12345,/warp shrimp shop,5,FX_02,/warp 1,1458,-7097 113 -17576,8594 -42 -2004,2026-05-29 11:44:26,2026-05-26 23:57:33
Birch Log,22,4.0,5.0,1.0,22.0,Alisa12345,/warp shrimp shop,22,FX_02,/warp 1,1558,-7087 114 -17569,8588 -42 -2004,2026-05-29 11:44:47,2026-05-26 23:57:49
Polished Blackstone Bricks,11,2.0,4.0,2.0,22.0,Ayame989,/warp village hall,11,Effortles,/warp sale,3456,-9088 63 13800,-13430 -4 4364,2026-05-29 12:27:24,2026-06-23 23:41:49
Basalt,7,2.0,5.0,3.0,21.0,Ayame989,/warp village hall,7,saltzi,/warp villager trading hall,2432,-9090 63 13800,7129 34 12217,2026-05-29 12:27:25,2026-05-29 12:31:10
Rabbit Hide,27,0.0,0.75,0.75,20.25,FX_02,/warp sell me ores,27,_ZippyCastle5557,/warp zippytrial,3456,-10042 138 3513,-2055 -18 1276,2026-05-29 11:35:03,2026-08-16 14:47:46
Emerald,2,20.0,30.0,10.0,20.0,emattj1s,/warp hideout,2,LilOldman,/warp lom,3456,-14405 -24 -326,-10322 64 -548,2026-08-01 22:48:38,2026-07-26 19:28:14
Emerald,1,10.0,30.0,20.0,20.0,Ayame989,/warp village hall,1,LilOldman,/warp lom,3456,-9090 67 13786,-10322 64 -548,2026-05-29 12:28:03,2026-07-26 19:28:14
Mangrove Log,3,6.0,12.5,6.5,19.5,tazrar,/warp farm stuff,3,FX_02,/warp 1,2881,17351 71 11848,8584 -43 -2006,2026-05-29 00:29:05,2026-05-26 23:58:02
Clay,7,2.25,5.0,2.75,19.25,Harmony_Gold_,/warp wood shop,7,Effortles,/warp sale,3456,-6125 28 1411,-13468 -4 4393,2026-05-29 12:42:07,2026-05-29 11:30:37
Feather,51,0.0,0.37,0.37,18.87,FX_02,/warp sell me ores,51,Killablob,/warp killashop,2801,-10032 133 3509,11560 72 -5287,2026-05-29 11:33:39,2026-05-30 10:53:30
Netherrack,905,1.0,1.02,0.020000000000000018,18.100000000000016,celticpiping,/warp celt,3456,__server__,/shop,999999,4757 -47 -13224,SERVER_SELL_BLOCKS,2026-08-08 11:45:27,2026-08-16 13:47:37
Black Concrete,9,8.0,10.0,2.0,18.0,_ZippyCastle5557,/warp zippytrial,9,Puppies75200,/warp sellconcrete,1660,-2045 -20 1272,5181 1 -13471,2026-08-16 14:47:55,2026-08-08 11:31:47
Brown Mushroom Block,6,2.0,5.0,3.0,18.0,Ayame989,/warp village hall,6,Effortles,/warp sale,3456,-9076 63 13800,-13469 -4 4395,2026-05-29 12:27:15,2026-05-29 11:30:38
Lapis Lazuli,180,5.0,5.1,0.09999999999999964,17.999999999999936,FX_02,/warp 1,180,__server__,/shop,999999,8584 -23 -1997,SERVER_SELL_MINEABLES,2026-05-27 00:12:32,2026-08-16 13:47:35
Dark Oak Sapling,7,5.0,7.5,2.5,17.5,Harmony_Gold_,/warp wood shop,7,FX_02,/warp 1,2417,-6174 28 1403,8591 -41 -2004,2026-05-29 12:33:48,2026-05-26 23:57:41
Flowering Azalea,11,3.5,5.0,1.5,16.5,BobGuy_,/warp celt,11,Killablob,/warp killashop,3456,4819 -43 -13365,11575 72 -5278,2026-08-08 11:54:12,2026-05-30 11:12:48
Red Mushroom Block,8,2.0,4.0,2.0,16.0,kiwi_241,/warp v.i.p room,136,AKoopa,/warp koopa,3456,-1420 63 -2522,13325 115 -6480,2026-05-29 12:22:39,2026-05-30 10:28:11
Bundle,4,1.0,5.0,4.0,16.0,Hobosapian,/warp shopbo,4,Killablob,/warp killashop,27,14614 77 -1418,11581 72 -5264,2026-08-08 11:15:42,2026-05-30 11:12:57
Deepslate Copper Ore,5,22.0,25.0,3.0,15.0,RubberDucky7474,/warp nethersunny,5,FX_02,/warp 1,3443,14237 71 3603,8601 -43 -2004,2026-05-29 10:38:36,2026-05-26 23:57:28
Crimson Fungus,6,5.0,7.5,2.5,15.0,newyorksong,/warp aaashop,6,Killablob,/warp killashop,3456,12536 64 -6836,11575 72 -5275,2026-05-28 11:36:09,2026-05-30 11:12:46
Redstone Dust,16,0.1,1.0,0.9,14.4,oliviakat123,/warp potions3,447,SerSicerio,/warp aqua giveaway,16,-17912 78 18899,-17676 160 18745,2026-05-29 11:11:25,2026-07-01 21:15:35
Mangrove Propagule,7,8.0,10.0,2.0,14.0,emattj1s,/warp hideout,7,FX_02,/warp 1,3096,-14400 -25 -337,8584 -42 -2006,2026-08-01 22:47:10,2026-05-26 23:58:03
Mossy Cobblestone,2,3.0,10.0,7.0,14.0,_ZippyCastle5557,/warp zippytrial,240,FX_02,/warp 1,2,-2016 -20 1298,8584 -40 -2012,2026-08-16 14:49:39,2026-05-26 23:58:24
Crimson Nylium,14,5.0,6.0,1.0,14.0,FX_02,/warp 1,14,SerSicerio,/warp serstore,3456,8586 -32 -2004,-17630 159 18748,2026-05-26 23:51:25,2026-08-07 08:17:55
Smooth Stone,27,2.0,2.5,0.5,13.5,Ayame989,/warp village hall,27,Effortles,/warp sale,3456,-9098 63 13800,-13440 -4 4362,2026-05-29 12:27:29,2026-05-29 11:31:38
Oak Sapling,2,1.0,7.5,6.5,13.0,Abbie_Kills,/warp decor,2,Killablob,/warp killashop,1946,18601 20 1008,11575 72 -5268,2026-05-29 00:11:04,2026-05-30 11:12:41
Raw Chicken,36,0.0,0.34,0.34,12.24,FX_02,/warp sell me ores,36,__server__,/shop,999999,-10030 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:40,2026-08-16 13:47:39
Soul Soil,23,2.0,2.5,0.5,11.5,AKoopa,/warp koopa,3456,FX_02,/warp 1,23,13251 114 -6487,8586 -32 -2020,2026-05-30 10:22:06,2026-05-26 23:52:24
Raw Chicken,33,0.0,0.34,0.34,11.22,FX_02,/warp sell me ores,33,__server__,/shop,999999,-10028 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:42,2026-08-16 13:47:39
Raw Chicken,33,0.0,0.34,0.34,11.22,FX_02,/warp sell me ores,33,__server__,/shop,999999,-10027 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:42,2026-08-16 13:47:39
Raw Porkchop,33,0.0,0.34,0.34,11.22,FX_02,/warp sell me ores,33,__server__,/shop,999999,-10034 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:34:57,2026-08-16 13:47:39
Leather,33,0.0,0.34,0.34,11.22,FX_02,/warp sell me ores,33,__server__,/shop,999999,-10025 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:13,2026-08-16 13:47:39
Redstone Dust,44,0.75,1.0,0.25,11.0,_ZippyCastle5557,/warp zippytrial,2813,SerSicerio,/warp aqua giveaway,44,-2051 -20 1276,-17676 158 18746,2026-08-16 14:47:40,2026-07-01 21:15:28
Netherrack,543,1.0,1.02,0.020000000000000018,10.86000000000001,Abbie_Kills,/warp decor,543,__server__,/shop,999999,18607 29 981,SERVER_SELL_BLOCKS,2026-05-29 00:15:43,2026-08-16 13:47:37
Leather,30,0.0,0.34,0.34,10.200000000000001,FX_02,/warp sell me ores,30,__server__,/shop,999999,-10023 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:14,2026-08-16 13:47:39
Raw Beef,30,0.0,0.34,0.34,10.200000000000001,FX_02,/warp sell me ores,30,__server__,/shop,999999,-10020 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:47,2026-08-16 13:47:39
Nether Wart Block,5,3.0,5.0,2.0,10.0,emattj1s,/warp hideout,13,Effortles,/warp sale,3456,-14436 -25 -322,-13468 -4 4377,2026-08-01 22:47:53,2026-05-29 11:30:28
Blackstone,5,2.0,4.0,2.0,10.0,Ayame989,/warp village hall,5,SerSicerio,/warp serstore,3456,-9089 63 13800,-17622 159 18776,2026-05-29 12:27:24,2026-08-07 08:16:28
Lapis Lazuli,96,5.0,5.1,0.09999999999999964,9.599999999999966,czsunny12,/warp czshop,96,__server__,/shop,999999,7471 66 -10081,SERVER_SELL_MINEABLES,2026-08-07 08:30:39,2026-08-16 13:47:35
Raw Chicken,27,0.0,0.34,0.34,9.180000000000001,FX_02,/warp sell me ores,27,__server__,/shop,999999,-10029 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:41,2026-08-16 13:47:39
Ochre Froglight,15,1.0,1.58,0.5800000000000001,8.700000000000001,glossycherry,/warp cherry shop,15,Allyri,/warp ri,2816,-12113 7 188,-5263 174 -4848,2026-05-29 00:01:47,2026-05-29 11:21:48
Raw Chicken,24,0.0,0.34,0.34,8.16,FX_02,/warp sell me ores,24,__server__,/shop,999999,-10027 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:11,2026-08-16 13:47:39
Leather,24,0.0,0.34,0.34,8.16,FX_02,/warp sell me ores,24,__server__,/shop,999999,-10024 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:13,2026-08-16 13:47:39
Podzol,8,3.0,4.0,1.0,8.0,AKoopa,/warp koopa,256,SerSicerio,/warp serstore,3456,13256 114 -6480,-17617 159 18770,2026-05-30 10:21:44,2026-08-07 08:16:40
Gunpowder,3,0.1,2.5,2.4,7.199999999999999,Tyty42021,/warp tytys everything shop,3,FX_02,/warp 1,975,10450 38 9482,8595 -35 -2020,2026-08-07 08:24:59,2026-05-26 23:56:39
Gunpowder,3,0.1,2.5,2.4,7.199999999999999,tyty42021,/warp tytys everything shop,3,FX_02,/warp 1,975,10451 38 9482,8595 -35 -2020,2026-05-29 11:55:11,2026-05-26 23:56:39
Glass,7,4.0,5.0,1.0,7.0,_ZippyCastle5557,/warp zippytrial,7,Crazy69,/warp crazysshop,1608,-2090 -20 1326,-11728 65 15198,2026-08-16 14:45:18,2026-08-07 08:29:00
Raw Iron,13,8.0,8.5,0.5,6.5,AKoopa,/warp koopa,13,Dwarffles,/warp bulk sell,3456,13314 113 -6420,-4018 117 12335,2026-05-30 10:31:48,2026-08-08 11:14:01
Crimson Fungus,1,1.0,7.5,6.5,6.5,SerSicerio,/warp serstore,135,FX_02,/warp 1,1,-17618 158 18749,8584 -32 -2009,2026-08-07 08:17:40,2026-05-26 23:51:43
Breeze Rod,64,0.0,0.1,0.1,6.4,TycoRC,/warp xp grinder,531,_ZippyCastle5557,/warp zippytrial,3456,-1710 51 3399,-2027 -18 1276,2026-05-29 12:39:42,2026-08-16 14:48:42
Leather,18,0.0,0.34,0.34,6.12,FX_02,/warp sell me ores,18,__server__,/shop,999999,-10022 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:15,2026-08-16 13:47:39
Warped Fungus,1,1.5,7.5,6.0,6.0,Soup__booty,/warp soupshop,275,FX_02,/warp 1,1,9881 61 -12556,8584 -33 -2009,2026-05-29 11:49:55,2026-05-26 23:51:44
Brown Mushroom,4,0.5,2.0,1.5,6.0,Hobosapian,/warp shopbo,4,AKoopa,/warp koopa,3456,14601 75 -1403,13325 115 -6483,2026-07-08 23:45:45,2026-05-30 10:28:06
Blaze Rod,15,0.0,0.34,0.34,5.1000000000000005,TycoRC,/warp xp grinder,15,__server__,/shop,999999,-1733 49 3401,SERVER_SELL_MOBDROPS,2026-05-31 13:01:53,2026-08-16 13:47:39
Birch Sapling,2,5.0,7.5,2.5,5.0,Exestive,/warp luxeria,2,FX_02,/warp 1,1458,9832 178 16216,8594 -42 -2004,2026-05-29 00:47:51,2026-05-26 23:57:33
Stonecutter,1,10.0,15.0,5.0,5.0,celticpiping,/warp celt,1,AKoopa,/warp koopa,1728,4740 -44 -13246,13283 115 -6419,2026-08-08 11:47:44,2026-05-30 10:19:11
Target,1,10.0,15.0,5.0,5.0,midwu,/warp panda,1,FX_02,/warp 1,3456,15696 71 11970,8588 -37 -2004,2026-08-07 08:14:19,2026-05-26 23:55:16
Cherry Sapling,1,2.5,7.5,5.0,5.0,Puppies75200,/warp nethersunny,1,Killablob,/warp killashop,3456,14243 78 3604,11575 72 -5273,2026-05-29 10:41:07,2026-05-30 11:12:44
Warped Fungus,1,3.0,7.5,4.5,4.5,celticpiping,/warp celt,1,Killablob,/warp killashop,3456,4776 -48 -13213,11575 72 -5276,2026-08-08 11:44:51,2026-05-30 11:12:46
Coal,5,2.5,3.4,0.8999999999999999,4.5,AKoopa,/warp koopa,5,__server__,/shop,999999,13324 113 -6429,SERVER_SELL_MINEABLES,2026-05-30 10:31:27,2026-08-16 13:47:35
Apple,9,2.0,2.5,0.5,4.5,_ZippyCastle5557,/warp zippytrial,9,FX_02,/warp 1,2641,-2038 -20 1292,8584 -37 -2012,2026-08-16 14:50:08,2026-05-26 23:55:52
Grass Block,9,2.0,2.5,0.5,4.5,Exestive,/warp luxeria,2194,AKoopa,/warp koopa,2705,9827 154 16212,13255 115 -6479,2026-05-29 00:43:59,2026-05-30 10:21:50
Crimson Fungus,1,3.0,7.5,4.5,4.5,celticpiping,/warp celt,1,Killablob,/warp killashop,3456,4778 -48 -13198,11575 72 -5275,2026-08-08 11:46:01,2026-05-30 11:12:46
Raw Beef,12,0.0,0.34,0.34,4.08,FX_02,/warp sell me ores,12,__server__,/shop,999999,-10016 133 3509,SERVER_SELL_MOBDROPS,2026-05-29 11:33:50,2026-08-16 13:47:39
Raw Chicken,12,0.0,0.34,0.34,4.08,FX_02,/warp sell me ores,12,__server__,/shop,999999,-10028 138 3513,SERVER_SELL_MOBDROPS,2026-05-29 11:35:10,2026-08-16 13:47:39
Glass,2,3.0,5.0,2.0,4.0,celticpiping,/warp celt,2,Crazy69,/warp crazysshop,1608,4808 -47 -13229,-11728 65 15198,2026-08-08 11:42:48,2026-08-07 08:29:00
Jungle Log,1,3.0,6.0,3.0,3.0,Amazement,/warp sell me keys,1,Effortles,/warp sale,3456,-10368 -44 4566,-13430 -4 4376,2026-05-29 11:32:42,2026-05-29 11:28:53
Raw Cod,20,0.2,0.34,0.14,2.8000000000000003,BobGuy_,/warp celt,20,__server__,/shop,999999,4823 -50 -13361,SERVER_SELL_MOBDROPS,2026-08-08 11:53:33,2026-08-16 13:47:39
Rotten Flesh,17,0.1,0.255,0.155,2.635,Tyty42021,/warp tytys everything shop,17,__server__,/shop,999999,10450 38 9480,SERVER_SELL_MOBDROPS,2026-08-07 08:24:59,2026-08-16 13:47:39
Mangrove Log,1,10.0,12.5,2.5,2.5,GladdeBamibal927,/warp frog shop,1,FX_02,/warp 1,2881,-14745 47 7,8584 -43 -2006,2026-05-29 00:37:12,2026-05-26 23:58:02
Verdant Froglight,6,1.2,1.58,0.3800000000000001,2.2800000000000007,AKoopa,/warp koopa,6,Allyri,/warp ri,3216,13259 114 -6493,-5263 175 -4844,2026-05-30 10:22:37,2026-05-29 11:21:45
Gravel,1,1.75,4.0,2.25,2.25,Harmony_Gold_,/warp wood shop,1,Allyri,/warp ri,3456,-6125 25 1414,-5240 175 -4789,2026-05-29 12:41:57,2026-05-29 11:18:22
Soul Sand,1,2.0,4.0,2.0,2.0,Ayame989,/warp village hall,147,Effortles,/warp sale,1,-9086 63 13800,-13468 -4 4373,2026-05-29 12:27:23,2026-05-29 11:30:25
Soul Sand,2,2.0,3.0,1.0,2.0,AKoopa,/warp koopa,2,SerSicerio,/warp serstore,2718,13251 114 -6488,-17633 159 18748,2026-05-30 10:22:07,2026-08-07 08:17:53
Jungle Log,1,4.0,6.0,2.0,2.0,AKoopa,/warp koopa,3355,Effortles,/warp sale,3456,13324 114 -6490,-13430 -4 4376,2026-05-30 10:27:57,2026-05-29 11:28:53
Raw Copper,1,4.3,6.3,2.0,2.0,Soup__booty,/warp soupshop,1,Effortles,/warp sale,3456,9854 59 -12551,-13436 -4 4400,2026-05-29 11:48:52,2026-05-29 11:29:29
Netherrack,94,1.0,1.02,0.020000000000000018,1.8800000000000017,tazrar,/warp farm stuff,94,__server__,/shop,999999,17363 79 11835,SERVER_SELL_BLOCKS,2026-05-29 00:28:30,2026-08-16 13:47:37
Vines,2,0.1,1.0,0.9,1.8,tazrar,/warp farm stuff,2,Killablob,/warp killashop,3456,17340 77 11885,11560 72 -5291,2026-05-29 00:32:04,2026-05-30 10:53:26
Spider Eye,6,0.0,0.289,0.289,1.734,FX_02,/warp 1,6,__server__,/shop,999999,8551 -31 -2045,SERVER_SELL_MOBDROPS,2026-05-31 21:56:18,2026-08-16 13:47:39
Sugar Cane,1,0.3,2.0,1.7,1.7,midwu,/warp panda,1,Polite_player,/warp sell materials,1752,15666 71 11977,-19268 71 9326,2026-08-07 08:14:55,2026-07-08 23:36:03
Melon,2,2.0,2.73,0.73,1.46,Ayame989,/warp village hall,2,Allyri,/warp ri,3400,-9077 63 13755,-5236 173 -4853,2026-05-29 12:28:22,2026-05-29 11:22:17
Blaze Rod,4,0.0,0.34,0.34,1.36,TycoRC,/warp xp grinder,4,__server__,/shop,999999,-1733 49 3400,SERVER_SELL_MOBDROPS,2026-05-31 13:01:54,2026-08-16 13:47:39
Cactus,4,0.5,0.84,0.33999999999999997,1.3599999999999999,glossycherry,/warp cherry shop,6,Killablob,/warp killashop,2192,-12113 9 141,11573 72 -5296,2026-05-28 23:59:05,2026-05-30 10:57:03
Potato,4,0.5,0.84,0.33999999999999997,1.3599999999999999,Crazy69,/warp crazysshop,3182,Killablob,/warp killashop,4,-11766 63 15203,11564 72 -5296,2026-08-07 08:27:39,2026-05-30 10:57:16
Cocoa Beans,1,0.25,1.5,1.25,1.25,Crazy69,/warp crazysshop,1,FX_02,/warp 1,369,-11753 63 15203,8584 -38 -2012,2026-08-07 08:27:47,2026-05-26 23:55:50
Leather,3,0.0,0.34,0.34,1.02,FX_02,/warp sell me ores,3,__server__,/shop,999999,-10023 133 3509,SERVER_SELL_MOBDROPS,2026-07-26 20:38:09,2026-08-16 13:47:39
Raw Chicken,3,0.0,0.34,0.34,1.02,FX_02,/warp sell me ores,3,__server__,/shop,999999,-10031 135 3511,SERVER_SELL_MOBDROPS,2026-05-29 11:34:34,2026-08-16 13:47:39
Cactus,2,0.5,1.0,0.5,1.0,glossycherry,/warp cherry shop,6,FX_02,/warp 1,64,-12113 9 141,8584 -37 -2018,2026-05-28 23:59:05,2026-05-26 23:56:06
Warped Stem,1,9.0,10.0,1.0,1.0,Toxic_coco,/warp !,1,Polite_player,/warp sell materials,3456,9616 -41 5465,-19266 71 9325,2026-05-28 11:18:53,2026-07-06 10:08:24
Raw Chicken,5,0.25,0.34,0.09000000000000002,0.4500000000000001,glossycherry,/warp cherry shop,5,__server__,/shop,999999,-12105 6 105,SERVER_SELL_MOBDROPS,2026-05-28 23:59:42,2026-08-16 13:47:39
